"Kota","Tanggal","Kategori","SubKategori","Rating.round","Keterangan","UnitTerjual_sum","UnitTerjual_mean","Harga_sum","Harga_mean","Diskon_sum","Diskon_mean","OmsetPenjualan_sum","OmsetPenjualan_mean","jumlahProduk"
"Jakarta Utara","03/05/2021","Pakaian Muslim Anak","Sarung","3","None",18,9,116600,58300,0,0,723200,361600,2
"Jakarta Utara","03/05/2021","Pakaian Muslim Anak","Sarung","4","None",76,15.2,601000,120200,0,0,7435000,1487000,5
"Jakarta Utara","03/05/2021","Pakaian Muslim Anak","Sarung","5","Grosir",39,39,44500,44500,0,0,1735500,1735500,1
"Jakarta Utara","03/05/2021","Pakaian Muslim Anak","Sarung","5","None",14810,361.219512195122,2823899,68875.5853658537,0,0,619101479,15100036.0731707,41
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Celana Sarung","4","None",3312,828,245200,61300,0,0,206981600,51745400,4
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Celana Sarung","5","None",238,47.6,349900,69980,0,0,17102900,3420580,5
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Celana Sirwal","1","None",1,1,76900,76900,0,0,76900,76900,1
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Celana Sirwal","3","None",5,2.5,175000,87500,0,0,465000,232500,2
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Celana Sirwal","4","Grosir",4,4,200000,2e+05,0,0,8e+05,8e+05,1
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Celana Sirwal","4","None",6649,162.170731707317,5441998,132731.658536585,5,0.121951219512195,668768800,16311434.1463415,41
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Celana Sirwal","5","Grosir",81,16.2,661400,132280,0,0,8457000,1691400,5
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Celana Sirwal","5","None",11030,86.8503937007874,20422700,160808.661417323,4.9,0.0385826771653543,1628273200,12821048.8188976,127
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Gamis","1","None",3,1,721750,240583.333333333,0,0,721750,240583.333333333,3
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Gamis","2","None",3,3,110000,110000,0,0,330000,330000,1
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Gamis","3","None",23,4.6,820000,164000,0.58,0.116,3155000,631000,5
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Gamis","4","None",1787,38.0212765957447,9935499,211393.595744681,11.61,0.247021276595745,338619491,7204670.0212766,47
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Gamis","5","Grosir",34,8.5,895000,223750,0,0,9315000,2328750,4
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Gamis","5","None",15604,92.8809523809524,32787084,195161.214285714,32.87,0.195654761904762,2435293858,14495796.7738095,168
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Koko","1","None",44,4,2177900,197990.909090909,0.5,0.0454545454545455,8444900,767718.181818182,11
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Koko","2","None",57,4.38461538461539,1767068,135928.307692308,0.6,0.0461538461538462,10853218,834862.923076923,13
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Koko","3","Grosir",3,3,95000,95000,0,0,285000,285000,1
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Koko","3","None",121,3.66666666666667,5131300,155493.939393939,2.59,0.0784848484848485,25173900,762845.454545455,33
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Koko","4","Grosir",26,4.33333333333333,758500,126416.666666667,0,0,2164500,360750,6
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Koko","4","None",12323,45.1391941391941,41869879,153369.52014652,29.28,0.107252747252747,1349977991,4944974.32600733,273
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Koko","5","Grosir",259,9.25,3550600,126807.142857143,0,0,55414000,1979071.42857143,28
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Koko","5","None",41734,35.337849280271,237870527,201414.50211685,154.81,0.13108382726503,6168712699,5223296.10414903,1181
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Peci","1","None",14,1.75,827000,103375,0,0,1462000,182750,8
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Peci","2","None",5,1.25,410500,102625,0,0,545500,136375,4
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Peci","3","Grosir",1,1,39900,39900,0,0,39900,39900,1
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Peci","3","None",93,3.875,2264500,94354.1666666667,0,0,4683000,195125,24
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Peci","4","Grosir",43,43,38000,38000,0,0,1634000,1634000,1
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Peci","4","None",1747,7.56277056277056,23673599,102483.112554113,2.22,0.00961038961038961,113556010,491584.458874459,231
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Peci","5","Grosir",7513,197.710526315789,1461799,38468.3947368421,0,0,96461331,2538456.07894737,38
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Peci","5","None",13873,16.5746714456392,88813740,106109.605734767,0.59,0.000704898446833931,907063190,1083707.51493429,837
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Sorban","4","Grosir",26,13,124900,62450,0,0,874700,437350,2
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Sorban","4","None",130,21.6666666666667,394500,65750,0.55,0.0916666666666667,12631000,2105166.66666667,6
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Sorban","5","Grosir",2085,260.625,298700,37337.5,0,0,67362100,8420262.5,8
"Jakarta Utara","03/05/2021","Pakaian Muslim Pria","Sorban","5","None",2409,43.0178571428571,5490698,98048.1785714286,0.2,0.00357142857142857,116641997,2082892.80357143,56
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Mukena","1","None",7,1.75,710000,177500,0,0,1300000,325000,4
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Mukena","2","None",2,2,195000,195000,0,0,390000,390000,1
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Mukena","3","Grosir",4,4,59900,59900,0,0,239600,239600,1
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Mukena","3","None",87,5.4375,2123099,132693.6875,0,0,9009696,563106,16
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Mukena","4","Grosir",818,163.6,845500,169100,0,0,88582500,17716500,5
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Mukena","4","None",904,19.2340425531915,6482100,137917.021276596,0,0,77572200,1650472.34042553,47
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Mukena","5","Grosir",1068,36.8275862068966,5651990,194896.206896552,0,0,176180130,6075176.89655172,29
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Mukena","5","None",3138,14.7323943661972,43817876,205717.727699531,2.04,0.00957746478873239,648763998,3045840.36619718,213
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Sajadah","1","Grosir",25,25,10000,10000,0,0,250000,250000,1
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Sajadah","1","None",4,1.33333333333333,711000,237000,0,0,737000,245666.666666667,3
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Sajadah","2","None",3,3,10000,10000,0,0,30000,30000,1
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Sajadah","3","Grosir",6,2,139900,46633.3333333333,0,0,349800,116600,3
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Sajadah","3","None",14,1.55555555555556,1068000,118666.666666667,0,0,1214000,134888.888888889,9
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Sajadah","4","Grosir",5868,391.2,995900,66393.3333333333,0,0,100208800,6680586.66666667,15
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Sajadah","4","None",4534,87.1923076923077,6924200,133157.692307692,0.23,0.00442307692307692,194012600,3731011.53846154,52
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Sajadah","5","Grosir",30132,286.971428571429,5094600,48520,0,0,834906500,7951490.47619048,105
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Sajadah","5","None",39168,134.59793814433,54999544,189001.869415808,1.9,0.00652920962199313,2194018976,7539584.10996564,291
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Sarung","1","None",5,1.66666666666667,182000,60666.6666666667,0,0,312000,104000,3
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Sarung","3","None",22,4.4,418000,83600,0,0,1132000,226400,5
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Sarung","4","Grosir",3970,661.666666666667,190000,31666.6666666667,0,0,117121000,19520166.6666667,6
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Sarung","4","None",2491,108.304347826087,2364000,102782.608695652,0,0,107090000,4656086.95652174,23
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Sarung","5","Grosir",26955,245.045454545455,6804000,61854.5454545455,0,0,1213193000,11029027.2727273,110
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Sarung","5","None",77342,285.39483394834,37413285,138056.402214022,1.2,0.0044280442804428,3987476810,14713936.5682657,271
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Tasbih","1","None",38,6.33333333333333,149100,24850,0,0,443000,73833.3333333333,6
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Tasbih","2","None",4,4,19000,19000,0,0,76000,76000,1
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Tasbih","3","Grosir",5,5,3500,3500,0,0,17500,17500,1
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Tasbih","3","None",204,68,28800,9600,0,0,1233600,411200,3
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Tasbih","4","Grosir",628,78.5,435500,54437.5,0,0,15227500,1903437.5,8
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Tasbih","4","None",11247,216.288461538462,1303258,25062.6538461538,0,0,76425094,1469713.34615385,52
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Tasbih","5","Grosir",20667,322.921875,3199538,49992.78125,0,0,195539322,3055301.90625,64
"Jakarta Utara","03/05/2021","Peralatan Ibadah","Tasbih","5","None",72552,298.567901234568,19704020,81086.5020576132,0.1,0.000411522633744856,992115079,4082778.10288066,243
"Jakarta Utara","05/05/2021","Atasan Wanita","Blouse","1","None",10,1.42857142857143,566000,80857.1428571429,0,0,811000,115857.142857143,7
"Jakarta Utara","05/05/2021","Atasan Wanita","Blouse","2","None",7,1.75,414500,103625,0,0,662000,165500,4
"Jakarta Utara","05/05/2021","Atasan Wanita","Blouse","3","Grosir",18,2.57142857142857,488000,69714.2857142857,0,0,1212000,173142.857142857,7
"Jakarta Utara","05/05/2021","Atasan Wanita","Blouse","3","None",94,3.76,1925300,77012,0,0,5184800,207392,25
"Jakarta Utara","05/05/2021","Atasan Wanita","Blouse","4","Grosir",143,11.9166666666667,929800,77483.3333333333,0,0,10321300,860108.333333333,12
"Jakarta Utara","05/05/2021","Atasan Wanita","Blouse","4","None",740,9.1358024691358,7424700,91662.962962963,3.38,0.0417283950617284,63985600,789945.679012346,81
"Jakarta Utara","05/05/2021","Atasan Wanita","Blouse","5","Grosir",481,17.1785714285714,3094900,110532.142857143,0,0,52871800,1888278.57142857,28
"Jakarta Utara","05/05/2021","Atasan Wanita","Blouse","5","None",3676,14.0842911877395,35687201,136732.570881226,20.13,0.0771264367816092,574211951,2200045.78927203,261
"Jakarta Utara","05/05/2021","Atasan Wanita","Manset","1","None",7,1.75,420000,105000,0,0,517000,129250,4
"Jakarta Utara","05/05/2021","Atasan Wanita","Manset","2","None",4,2,65000,32500,0,0,119000,59500,2
"Jakarta Utara","05/05/2021","Atasan Wanita","Manset","3","Grosir",28,7,94000,23500,0,0,572000,143000,4
"Jakarta Utara","05/05/2021","Atasan Wanita","Manset","3","None",60,6,683200,68320,0,0,3826300,382630,10
"Jakarta Utara","05/05/2021","Atasan Wanita","Manset","4","Grosir",2598,433,82200,13700,0,0,19822600,3303766.66666667,6
"Jakarta Utara","05/05/2021","Atasan Wanita","Manset","4","None",2040,38.4905660377358,2595198,48966,2,0.0377358490566038,95713630,1805917.54716981,53
"Jakarta Utara","05/05/2021","Atasan Wanita","Manset","5","Grosir",2656,204.307692307692,252939,19456.8461538462,0,0,29537731,2272133.15384615,13
"Jakarta Utara","05/05/2021","Atasan Wanita","Manset","5","None",11259,84.6541353383459,7067896,53142.0751879699,4.42,0.0332330827067669,504875595,3796057.10526316,133
"Jakarta Utara","05/05/2021","Atasan Wanita","Syari","1","Grosir",1,1,140000,140000,0,0,140000,140000,1
"Jakarta Utara","05/05/2021","Atasan Wanita","Syari","1","None",5,1,975000,195000,0,0,975000,195000,5
"Jakarta Utara","05/05/2021","Atasan Wanita","Syari","2","Grosir",6,3,324300,162150,0,0,1133500,566750,2
"Jakarta Utara","05/05/2021","Atasan Wanita","Syari","2","None",32,2,2445250,152828.125,0,0,4517250,282328.125,16
"Jakarta Utara","05/05/2021","Atasan Wanita","Syari","3","Grosir",22,2.2,1310000,131000,0,0,2695000,269500,10
"Jakarta Utara","05/05/2021","Atasan Wanita","Syari","3","None",65,1.96969696969697,4768000,144484.848484848,0,0,8655000,262272.727272727,33
"Jakarta Utara","05/05/2021","Atasan Wanita","Syari","4","Grosir",1905,30.7258064516129,9258600,149332.258064516,0,0,271167100,4373662.90322581,62
"Jakarta Utara","05/05/2021","Atasan Wanita","Syari","4","None",1073,8.79508196721311,19300100,158197.540983607,0.5,0.00409836065573771,143620600,1177218.03278689,122
"Jakarta Utara","05/05/2021","Atasan Wanita","Syari","5","Grosir",2287,17.5923076923077,22418000,172446.153846154,0,0,409335000,3148730.76923077,130
"Jakarta Utara","05/05/2021","Atasan Wanita","Syari","5","None",15564,25.3073170731707,127662514,207581.323577236,1.11,0.00180487804878049,3421691835,5563726.56097561,615
"Jakarta Utara","05/05/2021","Atasan Wanita","Tunik","1","Grosir",5,1.66666666666667,211000,70333.3333333333,0,0,373000,124333.333333333,3
"Jakarta Utara","05/05/2021","Atasan Wanita","Tunik","1","None",43,2.04761904761905,1565600,74552.3809523809,0,0,2939500,139976.19047619,21
"Jakarta Utara","05/05/2021","Atasan Wanita","Tunik","2","Grosir",9,4.5,138000,69000,0,0,576000,288000,2
"Jakarta Utara","05/05/2021","Atasan Wanita","Tunik","2","None",56,3.11111111111111,1300399,72244.3888888889,0,0,4427895,245994.166666667,18
"Jakarta Utara","05/05/2021","Atasan Wanita","Tunik","3","Grosir",46,4.18181818181818,821000,74636.3636363636,0,0,3150000,286363.636363636,11
"Jakarta Utara","05/05/2021","Atasan Wanita","Tunik","3","None",236,2.68181818181818,7157449,81334.6477272727,0.21,0.00238636363636364,15702949,178442.602272727,88
"Jakarta Utara","05/05/2021","Atasan Wanita","Tunik","4","Grosir",499,9.7843137254902,3521300,69045.0980392157,0,0,28745100,563629.411764706,51
"Jakarta Utara","05/05/2021","Atasan Wanita","Tunik","4","None",6120,15.6923076923077,34437949,88302.4333333333,5.16,0.0132307692307692,386648222,991405.697435897,390
"Jakarta Utara","05/05/2021","Atasan Wanita","Tunik","5","Grosir",921,11.961038961039,6877300,89315.5844155844,0,0,84223800,1093815.58441558,77
"Jakarta Utara","05/05/2021","Atasan Wanita","Tunik","5","None",24931,20.9680403700589,147923209,124409.763666947,42.7,0.0359125315391085,3208581544,2698554.70479394,1189
"Jakarta Utara","05/05/2021","Bawahan Wanita","Kulot","1","None",1,1,41000,41000,0,0,41000,41000,1
"Jakarta Utara","05/05/2021","Bawahan Wanita","Kulot","3","None",18,3,474000,79000,0,0,1485000,247500,6
"Jakarta Utara","05/05/2021","Bawahan Wanita","Kulot","4","None",65,6.5,801000,80100,0,0,3927000,392700,10
"Jakarta Utara","05/05/2021","Bawahan Wanita","Kulot","5","Grosir",513,57,1533000,170333.333333333,0,0,73531000,8170111.11111111,9
"Jakarta Utara","05/05/2021","Bawahan Wanita","Kulot","5","None",1727,39.25,7079576,160899.454545455,4.53,0.102954545454545,232771672,5290265.27272727,44
"Jakarta Utara","05/05/2021","Bawahan Wanita","Rok","1","Grosir",1,1,56000,56000,0,0,56000,56000,1
"Jakarta Utara","05/05/2021","Bawahan Wanita","Rok","1","None",1,1,135000,135000,0,0,135000,135000,1
"Jakarta Utara","05/05/2021","Bawahan Wanita","Rok","3","Grosir",2,2,111000,111000,0,0,222000,222000,1
"Jakarta Utara","05/05/2021","Bawahan Wanita","Rok","3","None",13,2.16666666666667,461900,76983.3333333333,0,0,1074800,179133.333333333,6
"Jakarta Utara","05/05/2021","Bawahan Wanita","Rok","4","Grosir",245,20.4166666666667,1019900,84991.6666666667,0,0,15314800,1276233.33333333,12
"Jakarta Utara","05/05/2021","Bawahan Wanita","Rok","4","None",134,6.09090909090909,1739102,79050.0909090909,0,0,10135044,460683.818181818,22
"Jakarta Utara","05/05/2021","Bawahan Wanita","Rok","5","Grosir",449,16.0357142857143,3030996,108249.857142857,0,0,54951953,1962569.75,28
"Jakarta Utara","05/05/2021","Bawahan Wanita","Rok","5","None",9795,79.6341463414634,12796493,104036.528455285,1.13,0.0091869918699187,712584573,5793370.51219512,123
"Jakarta Utara","05/05/2021","Dress","Abaya","1","None",8,1.33333333333333,939500,156583.333333333,0,0,1329500,221583.333333333,6
"Jakarta Utara","05/05/2021","Dress","Abaya","2","None",6,1.2,860000,172000,0,0,1035000,207000,5
"Jakarta Utara","05/05/2021","Dress","Abaya","3","None",30,2,2711500,180766.666666667,0,0,4650500,310033.333333333,15
"Jakarta Utara","05/05/2021","Dress","Abaya","4","Grosir",53,26.5,270500,135250,0,0,8136000,4068000,2
"Jakarta Utara","05/05/2021","Dress","Abaya","4","None",146,8.11111111111111,3223900,179105.555555556,0,0,23104300,1283572.22222222,18
"Jakarta Utara","05/05/2021","Dress","Abaya","5","Grosir",16,4,767500,191875,0,0,2357500,589375,4
"Jakarta Utara","05/05/2021","Dress","Abaya","5","None",88,2.44444444444444,8268153,229670.916666667,0,0,20213303,561480.638888889,36
"Jakarta Utara","05/05/2021","Dress","Gamis","1","Grosir",6,3,337000,168500,0,0,1074000,537000,2
"Jakarta Utara","05/05/2021","Dress","Gamis","1","None",43,1.53571428571429,4105700,146632.142857143,0,0,6341700,226489.285714286,28
"Jakarta Utara","05/05/2021","Dress","Gamis","2","Grosir",4,2,349000,174500,0,0,698000,349000,2
"Jakarta Utara","05/05/2021","Dress","Gamis","2","None",47,1.88,3825600,153024,0,0,6902000,276080,25
"Jakarta Utara","05/05/2021","Dress","Gamis","3","Grosir",82,5.85714285714286,2418300,172735.714285714,0,0,12513200,893800,14
"Jakarta Utara","05/05/2021","Dress","Gamis","3","None",276,2.67961165048544,16007526,155412.873786408,0.55,0.00533980582524272,38635551,375102.436893204,103
"Jakarta Utara","05/05/2021","Dress","Gamis","4","Grosir",725,16.1111111111111,6660699,148015.533333333,0,0,71646888,1592153.06666667,45
"Jakarta Utara","05/05/2021","Dress","Gamis","4","None",3739,10.271978021978,59341706,163026.664835165,6.56,0.018021978021978,569063299,1563360.71153846,364
"Jakarta Utara","05/05/2021","Dress","Gamis","5","Grosir",7118,26.1691176470588,49273998,181154.404411765,0,0,1187588590,4366134.52205882,272
"Jakarta Utara","05/05/2021","Dress","Gamis","5","None",25134,15.9176694110196,344849934,218397.678277391,25.28,0.0160101329955668,5081562619,3218215.71817606,1579
"Jakarta Utara","05/05/2021","Dress","Jumpsuit","1","Grosir",2,2,78000,78000,0,0,156000,156000,1
"Jakarta Utara","05/05/2021","Dress","Jumpsuit","2","None",2,2,75000,75000,0,0,150000,150000,1
"Jakarta Utara","05/05/2021","Dress","Jumpsuit","3","None",12,4,288990,96330,0,0,1117960,372653.333333333,3
"Jakarta Utara","05/05/2021","Dress","Jumpsuit","4","None",294,42,554000,79142.8571428571,0,0,22537000,3219571.42857143,7
"Jakarta Utara","05/05/2021","Dress","Jumpsuit","5","Grosir",85,21.25,357900,89475,0,0,5396300,1349075,4
"Jakarta Utara","05/05/2021","Dress","Jumpsuit","5","None",101,9.18181818181818,2647800,240709.090909091,0.7,0.0636363636363636,26546900,2413354.54545455,11
"Jakarta Utara","05/05/2021","Dress","Kaftan","1","None",5,1.25,1015000,253750,0,0,1240000,310000,4
"Jakarta Utara","05/05/2021","Dress","Kaftan","2","None",9,1.5,1210000,201666.666666667,0,0,1725000,287500,6
"Jakarta Utara","05/05/2021","Dress","Kaftan","3","Grosir",20,20,155000,155000,0,0,3100000,3100000,1
"Jakarta Utara","05/05/2021","Dress","Kaftan","3","None",70,2.05882352941176,5878000,172882.352941176,0,0,11854000,348647.058823529,34
"Jakarta Utara","05/05/2021","Dress","Kaftan","4","Grosir",14,2.8,913000,182600,0,0,2528000,505600,5
"Jakarta Utara","05/05/2021","Dress","Kaftan","4","None",348,6.96,9967799,199355.98,0.55,0.011,55437195,1108743.9,50
"Jakarta Utara","05/05/2021","Dress","Kaftan","5","Grosir",733,66.6363636363636,2030700,184609.090909091,0,0,38975700,3543245.45454545,11
"Jakarta Utara","05/05/2021","Dress","Kaftan","5","None",1631,10.2578616352201,33971299,213655.968553459,0.55,0.00345911949685535,294154998,1850031.43396226,159
"Jakarta Utara","05/05/2021","Jilbab","Jilbab","1","Grosir",96,96,2000,2000,0,0,192000,192000,1
"Jakarta Utara","05/05/2021","Jilbab","Jilbab","1","None",50,3.33333333333333,735498,49033.2,0.5,0.0333333333333333,1656798,110453.2,15
"Jakarta Utara","05/05/2021","Jilbab","Jilbab","2","Grosir",2,2,75000,75000,0,0,150000,150000,1
"Jakarta Utara","05/05/2021","Jilbab","Jilbab","2","None",63,4.2,561800,37453.3333333333,0,0,1838300,122553.333333333,15
"Jakarta Utara","05/05/2021","Jilbab","Jilbab","3","Grosir",19,4.75,202600,50650,0,0,721600,180400,4
"Jakarta Utara","05/05/2021","Jilbab","Jilbab","3","None",522,11.3478260869565,1465297,31854.2826086957,0,0,11158625,242578.804347826,46
"Jakarta Utara","05/05/2021","Jilbab","Jilbab","4","Grosir",3328,57.3793103448276,2197699,37891.3620689655,0,0,93872398,1618489.62068966,58
"Jakarta Utara","05/05/2021","Jilbab","Jilbab","4","None",11911,64.7336956521739,7765307,42202.7554347826,1.95,0.0105978260869565,271450396,1475273.89130435,184
"Jakarta Utara","05/05/2021","Jilbab","Jilbab","5","Grosir",35931,294.516393442623,4959393,40650.762295082,0,0,701217980,5747688.36065574,122
"Jakarta Utara","05/05/2021","Jilbab","Jilbab","5","None",89107,116.024739583333,43751022,56967.4765625,14.58,0.018984375,3110982431,4050758.37369792,768
"Jakarta Utara","05/05/2021","Jilbab","Khimar","1","None",8,1.6,241498,48299.6,0,0,415498,83099.6,5
"Jakarta Utara","05/05/2021","Jilbab","Khimar","2","Grosir",3,3,100000,1e+05,0,0,3e+05,3e+05,1
"Jakarta Utara","05/05/2021","Jilbab","Khimar","2","None",10,3.33333333333333,85000,28333.3333333333,0,0,268000,89333.3333333333,3
"Jakarta Utara","05/05/2021","Jilbab","Khimar","3","Grosir",5,1.66666666666667,181500,60500,0,0,237500,79166.6666666667,3
"Jakarta Utara","05/05/2021","Jilbab","Khimar","3","None",120,9.23076923076923,546798,42061.3846153846,0,0,3297344,253641.846153846,13
"Jakarta Utara","05/05/2021","Jilbab","Khimar","4","Grosir",334,25.6923076923077,881899,67838.3846153846,0,0,15885298,1221946,13
"Jakarta Utara","05/05/2021","Jilbab","Khimar","4","None",647,17.0263157894737,1992150,52425,0,0,23348850,614443.421052632,38
"Jakarta Utara","05/05/2021","Jilbab","Khimar","5","Grosir",2615,174.333333333333,1070400,71360,0,0,163580100,10905340,15
"Jakarta Utara","05/05/2021","Jilbab","Khimar","5","None",5135,47.9906542056075,8569508,80088.8598130841,0.96,0.00897196261682243,234795568,2194351.10280374,107
"Jakarta Utara","05/05/2021","Jilbab","Pashmina","1","Grosir",1,1,30000,30000,0,0,30000,30000,1
"Jakarta Utara","05/05/2021","Jilbab","Pashmina","1","None",2,2,16666,16666,0,0,33332,33332,1
"Jakarta Utara","05/05/2021","Jilbab","Pashmina","2","None",7,7,25000,25000,0,0,175000,175000,1
"Jakarta Utara","05/05/2021","Jilbab","Pashmina","3","Grosir",11,3.66666666666667,150000,50000,0,0,420000,140000,3
"Jakarta Utara","05/05/2021","Jilbab","Pashmina","3","None",184,14.1538461538462,448099,34469.1538461538,0,0,3918185,301398.846153846,13
"Jakarta Utara","05/05/2021","Jilbab","Pashmina","4","Grosir",533,35.5333333333333,609999,40666.6,0,0,14805477,987031.8,15
"Jakarta Utara","05/05/2021","Jilbab","Pashmina","4","None",1322,24.4814814814815,2864040,53037.7777777778,0.95,0.0175925925925926,49902575,924121.759259259,54
"Jakarta Utara","05/05/2021","Jilbab","Pashmina","5","Grosir",5535,93.8135593220339,2914899,49405.0677966102,0,0,143775524,2436873.28813559,59
"Jakarta Utara","05/05/2021","Jilbab","Pashmina","5","None",12203,52.3733905579399,13357718,57329.2618025751,1.75,0.00751072961373391,328972371,1411898.58798283,233
"Jakarta Utara","05/05/2021","Jilbab","Turban","3","None",5,5,78000,78000,0,0,390000,390000,1
"Jakarta Utara","05/05/2021","Jilbab","Turban","4","None",3,3,68200,68200,0,0,204600,204600,1
"Jakarta Utara","05/05/2021","Jilbab","Turban","5","Grosir",4,4,108000,108000,0,0,432000,432000,1
"Jakarta Utara","05/05/2021","Jilbab","Turban","5","None",80,5.71428571428571,758300,54164.2857142857,0,0,7155900,511135.714285714,14
"Jakarta Utara","05/05/2021","Pakaian Muslim Anak","Busana Muslim","3","Grosir",2,2,145000,145000,0,0,290000,290000,1
"Jakarta Utara","05/05/2021","Pakaian Muslim Anak","Busana Muslim","3","None",5,5,95000,95000,0,0,475000,475000,1
"Jakarta Utara","05/05/2021","Pakaian Muslim Anak","Busana Muslim","4","Grosir",5,5,145000,145000,0,0,725000,725000,1
"Jakarta Utara","05/05/2021","Pakaian Muslim Anak","Busana Muslim","4","None",74,9.25,897300,112162.5,0,0,7670800,958850,8
"Jakarta Utara","05/05/2021","Pakaian Muslim Anak","Busana Muslim","5","Grosir",4,2,275000,137500,0,0,550000,275000,2
"Jakarta Utara","05/05/2021","Pakaian Muslim Anak","Busana Muslim","5","None",1928,62.1935483870968,3198990,103193.225806452,0,0,181227250,5846040.32258064,31
"Jakarta Utara","05/05/2021","Pakaian Muslim Anak","Gamis","1","None",33,2.75,1328400,110700,0,0,3240400,270033.333333333,12
"Jakarta Utara","05/05/2021","Pakaian Muslim Anak","Gamis","2","None",12,1.71428571428571,765000,109285.714285714,0,0,1325000,189285.714285714,7
"Jakarta Utara","05/05/2021","Pakaian Muslim Anak","Gamis","3","Grosir",2,2,145000,145000,0,0,290000,290000,1
"Jakarta Utara","05/05/2021","Pakaian Muslim Anak","Gamis","3","None",79,2.82142857142857,3382700,120810.714285714,0,0,9662400,345085.714285714,28
"Jakarta Utara","05/05/2021","Pakaian Muslim Anak","Gamis","4","Grosir",74,10.5714285714286,827300,118185.714285714,0,0,11279400,1611342.85714286,7
"Jakarta Utara","05/05/2021","Pakaian Muslim Anak","Gamis","4","None",4877,29.0297619047619,16885899,100511.303571429,0,0,412644193,2456215.43452381,168
"Jakarta Utara","05/05/2021","Pakaian Muslim Anak","Gamis","5","Grosir",502,17.3103448275862,3781900,130410.344827586,0,0,76636800,2642648.27586207,29
"Jakarta Utara","05/05/2021","Pakaian Muslim Anak","Gamis","5","None",17941,29.6545454545455,64904990,107280.975206612,0,0,1691143950,2795279.25619835,605
"Jakarta Utara","05/05/2021","Pakaian Muslim Anak","Jilbab","1","None",12,4,221000,73666.6666666667,0,0,847000,282333.333333333,3
