"Kota","Tanggal","Kategori","SubKategori","Rating.round","Keterangan","UnitTerjual_sum","UnitTerjual_mean","Harga_sum","Harga_mean","Diskon_sum","Diskon_mean","OmsetPenjualan_sum","OmsetPenjualan_mean","jumlahProduk"
"Jakarta Selatan","19/04/2021","Pakaian Muslim Pria","Peci","4","None",29667,305.845360824742,3654032,37670.4329896907,0,0,917354614,9457264.06185567,97
"Jakarta Selatan","19/04/2021","Pakaian Muslim Pria","Peci","5","Grosir",9526,264.611111111111,1677600,46600,0,0,79816200,2217116.66666667,36
"Jakarta Selatan","19/04/2021","Pakaian Muslim Pria","Peci","5","None",47423,76.1203852327448,32566587,52273.8154093098,0,0,1814370091,2912311.54253612,623
"Jakarta Selatan","19/04/2021","Pakaian Muslim Pria","Sorban","2","None",1,1,135000,135000,0,0,135000,135000,1
"Jakarta Selatan","19/04/2021","Pakaian Muslim Pria","Sorban","3","None",15,3.75,314000,78500,0,0,1198000,299500,4
"Jakarta Selatan","19/04/2021","Pakaian Muslim Pria","Sorban","4","Grosir",357,89.25,80000,20000,0,0,6012500,1503125,4
"Jakarta Selatan","19/04/2021","Pakaian Muslim Pria","Sorban","4","None",346,43.25,350500,43812.5,0,0,5974000,746750,8
"Jakarta Selatan","19/04/2021","Pakaian Muslim Pria","Sorban","5","Grosir",432,144,377500,125833.333333333,0,0,8800000,2933333.33333333,3
"Jakarta Selatan","19/04/2021","Pakaian Muslim Pria","Sorban","5","None",6064,131.826086956522,2677800,58213.0434782609,0,0,194146300,4220571.73913043,46
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Mukena","3","Grosir",14,4.66666666666667,330000,110000,0,0,1185000,395000,3
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Mukena","3","None",4,1.33333333333333,353000,117666.666666667,0,0,436000,145333.333333333,3
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Mukena","4","Grosir",2915,47.0161290322581,7995400,128958.064516129,0,0,263410300,4248553.22580645,62
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Mukena","4","None",11654,55.4952380952381,28992800,138060.952380952,2.37,0.0112857142857143,689253200,3282158.0952381,210
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Mukena","5","Grosir",4455,46.8947368421053,14462600,152237.894736842,0,0,549200100,5781053.68421053,95
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Mukena","5","None",16785,23.3449235048679,181230997,252059.801112656,13.1,0.0182197496522949,2495076642,3470203.9527121,719
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Sarung","1","None",6,1,1072000,178666.666666667,0,0,1072000,178666.666666667,6
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Sarung","2","Grosir",15,7.5,197500,98750,0,0,1065000,532500,2
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Sarung","2","None",2,1,237000,118500,0,0,237000,118500,2
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Sarung","3","Grosir",56,18.6666666666667,287500,95833.3333333333,0,0,1762500,587500,3
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Sarung","3","None",9,3,387500,129166.666666667,0,0,850000,283333.333333333,3
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Sarung","4","Grosir",645,58.6363636363636,709699,64518.0909090909,0,0,38755495,3523226.81818182,11
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Sarung","4","None",1639,45.5277777777778,3014100,83725,0,0,90654200,2518172.22222222,36
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Sarung","5","Grosir",1965,65.5,2095500,69850,0,0,83544600,2784820,30
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Sarung","5","None",22749,84.2555555555556,35310699,130780.366666667,1.34,0.00496296296296296,1357774596,5028794.8,270
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Tasbih","1","None",1,1,113000,113000,0,0,113000,113000,1
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Tasbih","2","Grosir",1,1,6000,6000,0,0,6000,6000,1
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Tasbih","2","None",1,1,98000,98000,0,0,98000,98000,1
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Tasbih","3","None",148,29.6,375100,75020,0,0,1051100,210220,5
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Tasbih","4","Grosir",4163,594.714285714286,487800,69685.7142857143,0,0,29361700,4194528.57142857,7
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Tasbih","4","None",13991,399.742857142857,1540199,44005.6857142857,0,0,168715799,4820451.4,35
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Tasbih","5","Grosir",23052,720.375,1902550,59454.6875,0,0,237170300,7411571.875,32
"Jakarta Selatan","19/04/2021","Peralatan Ibadah","Tasbih","5","None",138882,413.339285714286,31051754,92415.9345238095,0.7,0.00208333333333333,1514090169,4506220.74107143,336
"Jakarta Selatan","21/04/2021","Atasan Wanita","Blouse","1","None",3,1,237900,79300,0,0,237900,79300,3
"Jakarta Selatan","21/04/2021","Atasan Wanita","Blouse","2","None",1,1,138000,138000,0,0,138000,138000,1
"Jakarta Selatan","21/04/2021","Atasan Wanita","Blouse","3","Grosir",4,2,101000,50500,0,0,202000,101000,2
"Jakarta Selatan","21/04/2021","Atasan Wanita","Blouse","3","None",76,4.75,2036715,127294.6875,1.7,0.10625,10140450,633778.125,16
"Jakarta Selatan","21/04/2021","Atasan Wanita","Blouse","4","Grosir",20,2.5,697000,87125,0,0,1713000,214125,8
"Jakarta Selatan","21/04/2021","Atasan Wanita","Blouse","4","None",824,11.7714285714286,14698537,209979.1,9.28,0.132571428571429,122749580,1753565.42857143,70
"Jakarta Selatan","21/04/2021","Atasan Wanita","Blouse","5","Grosir",138,23,399000,66500,0,0,6049500,1008250,6
"Jakarta Selatan","21/04/2021","Atasan Wanita","Blouse","5","None",1850,13.1205673758865,41827886,296651.673758865,30.07,0.213262411347518,694308878,4924176.43971631,141
"Jakarta Selatan","21/04/2021","Atasan Wanita","Manset","2","Grosir",11,11,22000,22000,0,0,242000,242000,1
"Jakarta Selatan","21/04/2021","Atasan Wanita","Manset","2","None",11,5.5,59000,29500,0,0,181000,90500,2
"Jakarta Selatan","21/04/2021","Atasan Wanita","Manset","3","None",59,8.42857142857143,276514,39502,0,0,1763041,251863,7
"Jakarta Selatan","21/04/2021","Atasan Wanita","Manset","4","Grosir",1872,52,624750,17354.1666666667,0,0,31187250,866312.5,36
"Jakarta Selatan","21/04/2021","Atasan Wanita","Manset","4","None",3884,73.2830188679245,1131500,21349.0566037736,0,0,78890400,1488498.11320755,53
"Jakarta Selatan","21/04/2021","Atasan Wanita","Manset","5","Grosir",51712,783.515151515152,1471320,22292.7272727273,0,0,1128987020,17105863.9393939,66
"Jakarta Selatan","21/04/2021","Atasan Wanita","Manset","5","None",26238,198.772727272727,4572947,34643.5378787879,0.83,0.00628787878787879,925217558,7009223.92424242,132
"Jakarta Selatan","21/04/2021","Atasan Wanita","Syari","1","None",10,2.5,1075500,268875,0.3,0.075,4945500,1236375,4
"Jakarta Selatan","21/04/2021","Atasan Wanita","Syari","2","None",6,1.5,641000,160250,0,0,797000,199250,4
"Jakarta Selatan","21/04/2021","Atasan Wanita","Syari","3","None",45,2.8125,2734900,170931.25,0,0,6264900,391556.25,16
"Jakarta Selatan","21/04/2021","Atasan Wanita","Syari","4","Grosir",47,9.4,628000,125600,0,0,5466000,1093200,5
"Jakarta Selatan","21/04/2021","Atasan Wanita","Syari","4","None",224,4.14814814814815,11524034,213408.037037037,0,0,40720904,754090.814814815,54
"Jakarta Selatan","21/04/2021","Atasan Wanita","Syari","5","Grosir",83,4.36842105263158,2910000,153157.894736842,0,0,15160000,797894.736842105,19
"Jakarta Selatan","21/04/2021","Atasan Wanita","Syari","5","None",2803,18.4407894736842,35717797,234985.506578947,0,0,501819509,3301444.13815789,152
"Jakarta Selatan","21/04/2021","Atasan Wanita","Tunik","1","Grosir",2,1,100000,50000,0,0,1e+05,50000,2
"Jakarta Selatan","21/04/2021","Atasan Wanita","Tunik","1","None",6,1.5,737500,184375,0,0,1366500,341625,4
"Jakarta Selatan","21/04/2021","Atasan Wanita","Tunik","2","None",9,1.5,689000,114833.333333333,0,0,1106000,184333.333333333,6
"Jakarta Selatan","21/04/2021","Atasan Wanita","Tunik","3","Grosir",11,5.5,83000,41500,0,0,390000,195000,2
"Jakarta Selatan","21/04/2021","Atasan Wanita","Tunik","3","None",68,2.42857142857143,2223550,79412.5,0,0,4765050,170180.357142857,28
"Jakarta Selatan","21/04/2021","Atasan Wanita","Tunik","4","Grosir",18,3,668000,111333.333333333,0,0,1722000,287000,6
"Jakarta Selatan","21/04/2021","Atasan Wanita","Tunik","4","None",863,8.29807692307692,25252107,242808.721153846,12.85,0.123557692307692,240586400,2313330.76923077,104
"Jakarta Selatan","21/04/2021","Atasan Wanita","Tunik","5","Grosir",89,5.93333333333333,1955400,130360,0,0,8275600,551706.666666667,15
"Jakarta Selatan","21/04/2021","Atasan Wanita","Tunik","5","None",5468,13.67,97071503,242678.7575,87.85,0.219625,1704558277,4261395.6925,400
"Jakarta Selatan","21/04/2021","Bawahan Wanita","Kulot","4","None",2,2,75000,75000,0,0,150000,150000,1
"Jakarta Selatan","21/04/2021","Bawahan Wanita","Kulot","5","Grosir",3,3,80000,80000,0,0,240000,240000,1
"Jakarta Selatan","21/04/2021","Bawahan Wanita","Kulot","5","None",248,22.5454545454545,1415100,128645.454545455,0.5,0.0454545454545455,24484600,2225872.72727273,11
"Jakarta Selatan","21/04/2021","Bawahan Wanita","Rok","2","None",3,1.5,134000,67000,0,0,174000,87000,2
"Jakarta Selatan","21/04/2021","Bawahan Wanita","Rok","3","None",20,6.66666666666667,189100,63033.3333333333,0,0,1023600,341200,3
"Jakarta Selatan","21/04/2021","Bawahan Wanita","Rok","4","Grosir",67,16.75,451000,112750,0,0,7145000,1786250,4
"Jakarta Selatan","21/04/2021","Bawahan Wanita","Rok","4","None",190,7.91666666666667,2120397,88349.875,0,0,14678784,611616,24
"Jakarta Selatan","21/04/2021","Bawahan Wanita","Rok","5","Grosir",168,21,1096000,137000,0,0,24616000,3077000,8
"Jakarta Selatan","21/04/2021","Bawahan Wanita","Rok","5","None",1734,17,13266640,130065.098039216,5.32,0.052156862745098,188269540,1845779.80392157,102
"Jakarta Selatan","21/04/2021","Dress","Abaya","1","Grosir",2,2,186940,186940,0,0,373880,373880,1
"Jakarta Selatan","21/04/2021","Dress","Abaya","1","None",1,1,215000,215000,0,0,215000,215000,1
"Jakarta Selatan","21/04/2021","Dress","Abaya","2","None",5,2.5,800000,4e+05,0,0,2020000,1010000,2
"Jakarta Selatan","21/04/2021","Dress","Abaya","3","None",7,1.4,1659000,331800,0.4,0.08,2657000,531400,5
"Jakarta Selatan","21/04/2021","Dress","Abaya","4","Grosir",7,7,187900,187900,0,0,1315300,1315300,1
"Jakarta Selatan","21/04/2021","Dress","Abaya","4","None",29,4.14285714285714,1551000,221571.428571429,0,0,6122000,874571.428571429,7
"Jakarta Selatan","21/04/2021","Dress","Abaya","5","Grosir",85,10.625,1490232,186279,0,0,19481260,2435157.5,8
"Jakarta Selatan","21/04/2021","Dress","Abaya","5","None",667,10.1060606060606,15090700,228646.96969697,0.4,0.00606060606060606,144543700,2190056.06060606,66
"Jakarta Selatan","21/04/2021","Dress","Gamis","1","Grosir",3,1.5,336940,168470,0,0,523880,261940,2
"Jakarta Selatan","21/04/2021","Dress","Gamis","1","None",8,1.33333333333333,1168000,194666.666666667,0,0,1516000,252666.666666667,6
"Jakarta Selatan","21/04/2021","Dress","Gamis","2","Grosir",7,2.33333333333333,325000,108333.333333333,0,0,710000,236666.666666667,3
"Jakarta Selatan","21/04/2021","Dress","Gamis","2","None",1021,60.0588235294118,3577800,210458.823529412,0,0,69930800,4113576.47058824,17
"Jakarta Selatan","21/04/2021","Dress","Gamis","3","Grosir",11,1.57142857142857,1019399,145628.428571429,0,0,1598898,228414,7
"Jakarta Selatan","21/04/2021","Dress","Gamis","3","None",129,2.63265306122449,8109236,165494.612244898,0,0,16542006,337591.959183673,49
"Jakarta Selatan","21/04/2021","Dress","Gamis","4","Grosir",91,4.13636363636364,2800200,127281.818181818,0,0,10253600,466072.727272727,22
"Jakarta Selatan","21/04/2021","Dress","Gamis","4","None",33987,196.456647398844,31278652,180801.456647399,2.91,0.0168208092485549,7734111816,44705848.6473988,173
"Jakarta Selatan","21/04/2021","Dress","Gamis","5","Grosir",10734,55.6165803108808,34652721,179547.777202073,0,0,1773536639,9189309.01036269,193
"Jakarta Selatan","21/04/2021","Dress","Gamis","5","None",82211,69.9668085106383,234721347,199762.848510638,26.41,0.0224765957446809,18570305715,15804515.5021277,1175
"Jakarta Selatan","21/04/2021","Dress","Jumpsuit","4","None",47,9.4,445000,89000,0,0,3702000,740400,5
"Jakarta Selatan","21/04/2021","Dress","Jumpsuit","5","None",12,6,751000,375500,0,0,6942000,3471000,2
"Jakarta Selatan","21/04/2021","Dress","Kaftan","1","None",4,1.33333333333333,648000,216000,0,0,901000,300333.333333333,3
"Jakarta Selatan","21/04/2021","Dress","Kaftan","2","None",1,1,125000,125000,0,0,125000,125000,1
"Jakarta Selatan","21/04/2021","Dress","Kaftan","3","None",6,1.2,659775,131955,0,0,699550,139910,5
"Jakarta Selatan","21/04/2021","Dress","Kaftan","4","None",103,4.29166666666667,5153000,214708.333333333,1.02,0.0425,20790000,866250,24
"Jakarta Selatan","21/04/2021","Dress","Kaftan","5","Grosir",706,141.2,1020432,204086.4,0,0,190898160,38179632,5
"Jakarta Selatan","21/04/2021","Dress","Kaftan","5","None",1948,15.7096774193548,35154500,283504.032258065,8.82,0.0711290322580645,398279500,3211931.4516129,124
"Jakarta Selatan","21/04/2021","Jilbab","Jilbab","1","Grosir",1,1,34000,34000,0,0,34000,34000,1
"Jakarta Selatan","21/04/2021","Jilbab","Jilbab","1","None",5,1,220999,44199.8,0,0,220999,44199.8,5
"Jakarta Selatan","21/04/2021","Jilbab","Jilbab","2","Grosir",5,2.5,93000,46500,0,0,220000,110000,2
"Jakarta Selatan","21/04/2021","Jilbab","Jilbab","2","None",32,2.28571428571429,1525900,108992.857142857,0.62,0.0442857142857143,3754800,268200,14
"Jakarta Selatan","21/04/2021","Jilbab","Jilbab","3","Grosir",41,4.1,539489,53948.9,0,0,1546471,154647.1,10
"Jakarta Selatan","21/04/2021","Jilbab","Jilbab","3","None",270,6.42857142857143,3333065,79358.6904761905,0.6,0.0142857142857143,16915883,402759.119047619,42
"Jakarta Selatan","21/04/2021","Jilbab","Jilbab","4","Grosir",861,23.2702702702703,1628000,44000,0,0,34336000,928000,37
"Jakarta Selatan","21/04/2021","Jilbab","Jilbab","4","None",2396,12.2244897959184,17371289,88629.0255102041,10.7,0.0545918367346939,218551699,1115059.68877551,196
"Jakarta Selatan","21/04/2021","Jilbab","Jilbab","5","Grosir",12606,74.5917159763314,7799253,46149.426035503,0,0,466604744,2760974.81656805,169
"Jakarta Selatan","21/04/2021","Jilbab","Jilbab","5","None",74724,66.4213333333333,160231126,142427.667555556,120.56,0.107164444444444,8561883959,7610563.51911111,1125
"Jakarta Selatan","21/04/2021","Jilbab","Khimar","1","None",1,1,23999,23999,0,0,23999,23999,1
"Jakarta Selatan","21/04/2021","Jilbab","Khimar","2","Grosir",7,2.33333333333333,113500,37833.3333333333,0,0,261000,87000,3
"Jakarta Selatan","21/04/2021","Jilbab","Khimar","2","None",4,2,120000,60000,0,0,240000,120000,2
"Jakarta Selatan","21/04/2021","Jilbab","Khimar","3","Grosir",4,1.33333333333333,253900,84633.3333333333,0,0,418900,139633.333333333,3
"Jakarta Selatan","21/04/2021","Jilbab","Khimar","3","None",177,17.7,603405,60340.5,0,0,4554533,455453.3,10
"Jakarta Selatan","21/04/2021","Jilbab","Khimar","4","Grosir",903,34.7307692307692,2180400,83861.5384615385,0,0,40359600,1552292.30769231,26
"Jakarta Selatan","21/04/2021","Jilbab","Khimar","4","None",670,10.8064516129032,4442619,71655.1451612903,0,0,31575333,509279.564516129,62
"Jakarta Selatan","21/04/2021","Jilbab","Khimar","5","Grosir",1592,16.2448979591837,9398600,95904.0816326531,0,0,103464050,1055755.6122449,98
"Jakarta Selatan","21/04/2021","Jilbab","Khimar","5","None",5265,24.8349056603774,22070237,104104.891509434,0,0,245556260,1158284.24528302,212
"Jakarta Selatan","21/04/2021","Jilbab","Pashmina","1","None",18,9,38700,19350,0,0,346500,173250,2
"Jakarta Selatan","21/04/2021","Jilbab","Pashmina","2","None",8,4,57500,28750,0,0,255000,127500,2
"Jakarta Selatan","21/04/2021","Jilbab","Pashmina","3","Grosir",5,5,25500,25500,0,0,127500,127500,1
"Jakarta Selatan","21/04/2021","Jilbab","Pashmina","3","None",51,3.92307692307692,577250,44403.8461538462,0.6,0.0461538461538461,1833000,141000,13
"Jakarta Selatan","21/04/2021","Jilbab","Pashmina","4","Grosir",141,10.0714285714286,494589,35327.7857142857,0,0,4411878,315134.142857143,14
"Jakarta Selatan","21/04/2021","Jilbab","Pashmina","4","None",598,9.80327868852459,3905104,64018.0983606557,3.48,0.0570491803278688,28248474,463089.737704918,61
"Jakarta Selatan","21/04/2021","Jilbab","Pashmina","5","Grosir",7518,108.95652173913,2907677,42140.2463768116,0,0,231554077,3355856.1884058,69
"Jakarta Selatan","21/04/2021","Jilbab","Pashmina","5","None",20312,60.272997032641,19307983,57293.7181008902,14.36,0.0426112759643917,758871868,2251845.30563798,337
"Jakarta Selatan","21/04/2021","Jilbab","Turban","3","None",9,9,100000,1e+05,0,0,9e+05,9e+05,1
"Jakarta Selatan","21/04/2021","Jilbab","Turban","4","Grosir",7,7,75000,75000,0,0,525000,525000,1
"Jakarta Selatan","21/04/2021","Jilbab","Turban","4","None",146,48.6666666666667,98600,32866.6666666667,0,0,6065400,2021800,3
"Jakarta Selatan","21/04/2021","Jilbab","Turban","5","Grosir",48,24,145000,72500,0,0,3780000,1890000,2
"Jakarta Selatan","21/04/2021","Jilbab","Turban","5","None",6229,66.9784946236559,7366000,79204.3010752688,0,0,387491500,4166575.2688172,93
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Busana Muslim","1","None",1,1,150000,150000,0,0,150000,150000,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Busana Muslim","2","None",6,3,280000,140000,0,0,860000,430000,2
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Busana Muslim","4","Grosir",211,105.5,146600,73300,0,0,11548400,5774200,2
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Busana Muslim","4","None",134,10.3076923076923,1577400,121338.461538462,0,0,13717700,1055207.69230769,13
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Busana Muslim","5","Grosir",51,51,64600,64600,0,0,3294600,3294600,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Busana Muslim","5","None",1496,37.4,4743853,118596.325,1.5,0.0375,163917853,4097946.325,40
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Gamis","1","None",6,1.5,603000,150750,0,0,871000,217750,4
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Gamis","2","None",28,5.6,559000,111800,0,0,2324000,464800,5
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Gamis","3","None",43,2.86666666666667,1645300,109686.666666667,0,0,4357300,290486.666666667,15
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Gamis","4","Grosir",52,13,453600,113400,0,0,4631400,1157850,4
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Gamis","4","None",587,7.62337662337662,8716348,113199.324675325,0,0,55412348,719640.883116883,77
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Gamis","5","Grosir",1058,55.6842105263158,2552600,134347.368421053,0,0,133924600,7048663.15789474,19
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Gamis","5","None",5967,14.3093525179856,50308065,120642.841726619,0.5,0.00119904076738609,634587081,1521791.56115108,417
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Jilbab","1","None",7,7,69000,69000,0,0,483000,483000,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Jilbab","2","None",2,2,40500,40500,0,0,81000,81000,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Jilbab","3","Grosir",15,15,23000,23000,0,0,345000,345000,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Jilbab","3","None",1,1,60000,60000,0,0,60000,60000,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Jilbab","4","Grosir",22,7.33333333333333,64500,21500,0,0,472500,157500,3
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Jilbab","4","None",118,5.36363636363636,1265500,57522.7272727273,0,0,6393500,290613.636363636,22
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Jilbab","5","Grosir",2921,47.8852459016393,1303300,21365.5737704918,0,0,50521000,828213.114754098,61
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Jilbab","5","None",9922,49.61,14089600,70448,0.4,0.002,349146900,1745734.5,200
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Koko","1","None",9,3,192800,64266.6666666667,0,0,621200,207066.666666667,3
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Koko","2","None",5,5,145000,145000,0,0,725000,725000,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Koko","3","None",28,4.66666666666667,479500,79916.6666666667,0,0,2384500,397416.666666667,6
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Koko","4","Grosir",154,30.8,272900,54580,0,0,7580200,1516040,5
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Koko","4","None",639,12.78,4584300,91686,0,0,51405000,1028100,50
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Koko","5","Grosir",705,78.3333333333333,960500,106722.222222222,0,0,69640800,7737866.66666667,9
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Koko","5","None",7723,28.2893772893773,28381856,103962.842490842,1.3,0.00476190476190476,567407911,2078417.25641026,273
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Mukena","1","None",11,1.83333333333333,695000,115833.333333333,0,0,1180000,196666.666666667,6
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Mukena","2","Grosir",9,3,318000,106000,0,0,954000,318000,3
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Mukena","2","None",22,3.14285714285714,560000,80000,0,0,1705000,243571.428571429,7
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Mukena","3","Grosir",3,1,319000,106333.333333333,0,0,319000,106333.333333333,3
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Mukena","3","None",60,4.61538461538461,1528000,117538.461538462,0,0,7992000,614769.230769231,13
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Mukena","4","Grosir",119,11.9,1017000,101700,0,0,11508000,1150800,10
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Mukena","4","None",1101,14.1153846153846,10527000,134961.538461538,0,0,126289000,1619089.74358974,78
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Mukena","5","Grosir",212,10.0952380952381,2439000,116142.857142857,0,0,16289000,775666.666666667,21
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Mukena","5","None",1376,9.62237762237762,19491800,136306.293706294,0.6,0.0041958041958042,168178900,1176076.22377622,143
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Peci","3","None",3,3,10000,10000,0,0,30000,30000,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Peci","4","None",156,14.1818181818182,407499,37045.3636363636,0,0,6254497,568590.636363636,11
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Peci","5","Grosir",50,25,85000,42500,0,0,1355000,677500,2
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Peci","5","None",2825,54.3269230769231,3245197,62407.6346153846,0,0,53486884,1028593.92307692,52
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Sarung","1","None",1,1,73000,73000,0,0,73000,73000,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Sarung","3","None",4,4,35000,35000,0,0,140000,140000,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Sarung","4","Grosir",283,70.75,194500,48625,0,0,11358500,2839625,4
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Sarung","4","None",281,31.2222222222222,455500,50611.1111111111,0,0,14910000,1656666.66666667,9
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Sarung","5","Grosir",49,12.25,191400,47850,0,0,2672700,668175,4
"Jakarta Selatan","21/04/2021","Pakaian Muslim Anak","Sarung","5","None",1487,25.6379310344828,3952100,68139.6551724138,0,0,88411700,1524339.65517241,58
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Celana Sarung","1","None",3,3,120000,120000,0,0,360000,360000,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Celana Sarung","3","None",7,2.33333333333333,345000,115000,0,0,805000,268333.333333333,3
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Celana Sarung","4","Grosir",17,5.66666666666667,315000,105000,0,0,1465000,488333.333333333,3
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Celana Sarung","4","None",10,5,255000,127500,0,0,1275000,637500,2
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Celana Sarung","5","Grosir",3,3,210000,210000,0,0,630000,630000,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Celana Sarung","5","None",185,11.5625,2131360,133210,0,0,21846010,1365375.625,16
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Celana Sirwal","1","None",2,2,85000,85000,0,0,170000,170000,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Celana Sirwal","2","None",8,2,321306,80326.5,0,0,629612,157403,4
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Celana Sirwal","3","Grosir",5,5,169000,169000,0,0,845000,845000,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Celana Sirwal","3","None",5,2.5,163700,81850,0,0,295700,147850,2
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Celana Sirwal","4","Grosir",254,84.6666666666667,204000,68000,0,0,23636000,7878666.66666667,3
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Celana Sirwal","4","None",133,12.0909090909091,1169700,106336.363636364,0,0,9203400,836672.727272727,11
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Celana Sirwal","5","Grosir",5268,329.25,1181400,73837.5,0,0,434145300,27134081.25,16
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Celana Sirwal","5","None",3005,55.6481481481481,6403559,118584.425925926,0,0,363934857,6739534.38888889,54
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Gamis","1","None",4,2,423000,211500,0,0,803000,401500,2
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Gamis","2","None",2,1,237000,118500,0,0,237000,118500,2
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Gamis","3","None",9,3,467500,155833.333333333,0,0,1465000,488333.333333333,3
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Gamis","4","Grosir",159,53,605000,201666.666666667,0,0,31100000,10366666.6666667,3
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Gamis","4","None",257,8.86206896551724,4316999,148862.034482759,0,0,36137999,1246137.89655172,29
